Time_[s],Eta_[m],F_-20m_[N],M_-20m_[Nm],F_sb_[N],M_sb_[Nm],GX_[m],GV_[m/s],GA_[m/s^2],GF_[N]
0.0,50.00053,411663.97000000003,-14191395.0,1601548.7,15924136.999999998,0.0,0.0,1.3626716,672663.5
0.02,50.030342,422469.0,-13891650.0,1613976.0,16584055.0,0.00027203423,0.027172703,1.3504065,673727.44
0.04,50.060154,454636.7,-12999911.0,1651519.4,18554250.0,0.0010828376,0.0538451,1.3119925,674770.06
0.06,50.08997,507424.68,-11537159.0,1713394.2,21806025.0,0.0024182785,0.079485625,1.2482392,675791.4
0.08,50.12972,580008.2,-9528872.0,1798292.0999999999,26267652.0,0.0042536263000000005,0.103612736,1.160807,677131.94
0.09999999400000001,50.15953,669912.7999999999,-7000529.0,1904381.7,31848272.999999996,0.006550019,0.12574488,1.0485464,677068.06
0.12,50.189341999999996,777385.86,-4028563.7,2030486.0,38461812.00000001,0.009266828000000001,0.14544432,0.9182713,678004.3
0.14,50.220814000000004,898550.84,-644450.2999999999,2173334.1999999997,45960023.0,0.0123492945,0.16233578,0.76810783,677791.56
0.16,50.250626000000004,1032665.4000000001,3061888.1999999997,2330833.5,54209010.0,0.015739124,0.17609411,0.6056366,678727.75
0.17999999,50.280437,1177749.9000000001,7072467.3,2495920.2,62998370.0,0.019370958,0.1864629,0.42996323,678770.3
0.19999999,50.31025,1325391.4,11271885.0,2670294.4000000004,72222890.0,0.023174137,0.19322324,0.24487802,678153.25
0.22,50.34006,1478064.1,15559728.000000002,2850293.7,81696080.0,0.027074472999999998,0.19623132,0.05549149,677642.56
0.24,50.37981,1633541.3,19846072.0,3032647.5,91245780.0,0.030997772000000003,0.19547461,-0.13129720000000003,678834.2
0.26,50.409626,1785966.7,24087452.999999996,3212385.3,100661586.0,0.034868076,0.19095312,-0.3197894,677791.56
0.28,50.439438,1934267.9999999998,28175967.0,3386497.8000000003,109771336.0,0.038611196,0.18276066,-0.4981032,678685.2
0.29999998,50.46925,2073991.2,32102617.000000004,3540465.0,118302470.0,0.042154707,0.17107233,-0.66934747,678238.4
0.32,50.500717,2203899.1999999997,35678566.0,3692993.7,126278880.0,0.045431484,0.15610076,-0.82487696,679153.3
0.34,50.53053,2319042.9999999995,38918800.0,3829170.4,133437560.0,0.0483797,0.13813363,-0.96882266,677876.6
0.35999998,50.560345,2421237.3,41725906.0,3943632.0,139620720.0,0.050939295,0.11751489999999999,-1.0902821000000003,678493.7
0.38,50.590157,2505450.6999999997,44045930.0,4037163.8,144775750.0,0.05306434,0.09465731,-1.191257,678876.7
0.39999998,50.61997,2566734.4,45943312.00000001,4105710.0,148682660.0,0.05471421,0.06992984,-1.2777948000000001,674982.8
0.42,50.64978,2612264.0,47176758.0,4158951.0,151451450.0,0.055853575,0.04381403,-1.3297941999999998,676131.9
0.44,50.68953,2638163.0,47872164.00000001,4183675.0,152881280.0,0.056461237000000004,0.016891478,-1.3576888999999999,676514.9
0.45999998,50.71934,2639400.0999999996,47959090.0,4186029.3000000003,153024730.0,0.056526594000000006,-0.010356271,-1.3627993999999999,675323.25
0.48,50.750813,2619439.6999999997,47478000.0,4161044.0,151814880.0,0.056047887000000005,-0.037435167000000005,-1.3408669,674599.8
0.5,50.780623999999996,2579106.4,46368950.0,4113689.5000000005,149342580.0,0.05503394,-0.06380738,-1.2921893999999998,674472.1
0.52,50.810435999999996,2517080.5999999996,44712860.0,4041611.3,145598250.0,0.053504188,-0.08896011,-1.2191944,674110.44
0.53999996,50.84025,2435094.2,42547207.0,3938007.0,140601030.0,0.051486894000000005,-0.11242432,-1.1233726000000002,673535.94
0.56,50.870064,2336529.0,39886977.0,3817920.4,134542220.0,0.049020924,-0.13378726,-1.009153,671386.8
0.58,50.899876,2225097.0,36819094.0,3676249.5,127450480.0,0.046152197,-0.15265493,-0.8747043,669748.44
0.59999996,50.929688,2096838.6,33345059.999999996,3518488.5,119555360.0,0.042933714000000005,-0.16863336,-0.7206654,669556.94
0.62,50.9595,1956620.4,29530810.0,3354448.5,111005100.0,0.039427300000000005,-0.18139108,-0.55329657,669152.6
0.64,50.989309999999996,1804524.9,25521730.0,3177850.3000000003,101885780.0,0.03570008,-0.190753,-0.38158384,665620.5
0.65999997,51.020782000000004,1650697.4,21283346.0,2997720.2,92446070.0,0.031820938,-0.196544,-0.19611536,665322.56
0.68,51.050594,1494230.5,16955037.0,2813796.6,82810290.0,0.027864077999999997,-0.19855146,-0.0045994483000000004,666195.0
0.7,51.080405999999996,1338423.2999999998,12755618.999999998,2607242.2,72949760.0,0.023903683,-0.19683167,0.17652512,661811.7
0.71999997,51.10028,1181791.5,8572687.5,2422795.4,63433535.0,0.020015715,-0.19148469,0.35709605,658854.06
0.74,51.130093,1030850.7,4518645.5,2241095.5,54266395.0,0.01626906,-0.18254803,0.5351969,658088.06
0.76,51.159904,890880.07,659437.5,2077055.4000000001,45668320.0,0.012736148000000001,-0.170128,0.7047802,658194.44
0.78,51.189716,759240.0,-2850568.6,1924003.8,37730160.0,0.009485869000000001,-0.1545123,0.85409194,654896.3
0.79999995,51.219532,643023.86,-5924446.3,1781417.0999999999,30547562.0,0.006574749499999999,-0.1360699,0.9872629999999999,651747.2
0.82,51.249344,542561.7,-8578683.0,1644978.8,24240074.0,0.0040593159999999994,-0.11513221,1.1035694,649576.8
0.84,51.280809999999995,457276.1,-10801286.0,1546737.9000000001,19166348.0,0.0019837301,-0.09209952,1.1959841999999998,646044.7
0.85999995,51.310623,393188.13999999996,-12527813.0,1466418.5,15254653.0,0.00038685388,-0.06739706,1.2702993999999999,644938.2
0.88,51.330498,344524.2,-13611390.0,1410037.8,12524118.0,-0.0007048159599999999,-0.041525144,1.3127592,640044.25
0.9,51.360313,321594.42000000004,-14159921.999999998,1378904.2999999998,11084729.5,-0.001270082,-0.015002834,1.334862,637554.7
0.91999996,51.390125,320439.7,-14152428.0,1372363.5999999999,10941268.999999998,-0.0013036446,0.0117258495,1.3339676999999999,636341.9
0.94,51.419937,339822.77999999997,-13560433.0,1382697.9,12060261.999999998,-0.0008037375,0.038154352,1.3044971,633639.56
0.96,51.44975,373062.7,-12313497.0,1422988.4,14446491.000000002,0.0002172741,0.06368231,1.2444488,628086.0
0.97999996,51.469623999999996,434181.34,-10606453.000000002,1484863.2,18080828.0,0.0017346598999999998,0.08784694,1.1681746000000002,626383.75
1.0,51.499435,512950.9,-8395839.0,1572377.3,22858070.0,0.0037201566,0.11025426,1.0690736,624447.44
1.02,51.52925,603102.97,-5659173.000000001,1675719.8,28625190.0,0.0061296024,0.13040395,0.94280165,619127.9
1.04,51.550779999999996,711483.34,-2544829.3,1794629.3,35320023.0,0.00891707,0.14790206,0.80375355,616468.1
1.06,51.580593,836030.0,891739.4,1935515.4,42837363.0,0.012026033,0.16249838,0.6540585999999999,616191.56
1.0799999,51.610405,962886.2000000001,4670016.6,2082680.4000000001,50971582.0,0.015396431,0.17385526,0.4793221,609616.6
1.1,51.63028,1103599.2000000002,8631138.0,2241880.4,59555312.00000001,0.018957606999999998,0.18172252,0.30633175,608510.1
1.12,51.660090000000004,1247281.6,12724146.0,2398725.6,68402055.0,0.022640668,0.18600637,0.121203974,604275.8
1.14,51.689907,1393273.4000000001,16886096.0,2566690.2,77406610.0,0.026373189,0.18658172,-0.063540526,601382.0
1.16,51.70978,1538193.0,21028562.0,2731645.8,86334640.0,0.030079214,0.18344857,-0.24900901,597509.4
1.18,51.739594,1678988.5,24992682.0,2893200.4000000004,95090520.0,0.033686318,0.17669448,-0.4252786,595849.7
1.1999999,51.759468,1814175.3,28844396.0,3043243.4,103334734.0,0.03712384,0.16645704,-0.59716165,592317.56
1.22,51.78928,1936577.4,32435332.000000004,3179420.2,111005100.0,0.040322892,0.15286756,-0.75963295,587764.06
1.24,51.81081,2049494.4000000001,35662082.0,3308402.0,117977290.0,0.043218112999999996,0.13620748,-0.90315276,585402.2
1.26,51.840626,2148471.7,38508152.0,3416061.5,124064805.0,0.04575298,0.11682699,-1.032278,581593.4
1.28,51.8605,2231530.5,40882130.0,3507892.6,129152875.0,0.047876257,0.095095076,-1.1371284,580018.8
1.3,51.890312,2293556.4,42769020.0,3575392.3,133131519.99999999,0.049543794,0.0714245,-1.2258806,575614.25
1.3199999,51.910187,2340488.3,44089390.0,3625494.0,135938560.0,0.050723787,0.046296783,-1.2832459999999999,575188.7
1.3399999,51.94,2362758.0,44981133.0,3637397.9999999995,137373170.0,0.05138974,0.020137193,-1.3286443000000001,568401.0
1.36,51.959872999999995,2367542.0,45144492.0,3635697.3,137645750.0,0.051525757,-0.0065539683999999996,-1.3360971000000001,567911.6
1.38,51.979748,2351375.7,44748830.0,3613066.6999999997,136622390.0,0.05112654,-0.03318259,-1.3224266000000002,565166.75
1.4,52.009563,2309887.7,43885566.0,3560741.1999999997,134236170.0,0.050200917000000005,-0.059335925,-1.2883991000000001,559953.6
1.42,52.029438,2252975.6,42331390.0,3483561.3,130663990.0,0.048761252000000005,-0.0844824,-1.2223033,558400.3
1.4399998999999999,52.049313,2172391.4,40417523.0,3372108.4,125728945.0,0.046830515999999996,-0.10818425599999999,-1.144283,551144.5
1.4599999,52.08078,2077785.4000000001,37806750.0,3261571.0,119928350.0,0.0444458,-0.12995994,-1.0296376,551250.9
1.48,52.100654999999996,1962559.0999999999,34834785.0,3123693.6,113023110.0,0.0416495,-0.14934042,-0.90515435,546378.2
1.5,52.12053,1838012.3,31500130.0,2960830.9999999995,105180590.0,0.038491078,-0.16600052,-0.7587385999999999,543846.1
1.52,52.140404,1698124.1,27768314.0,2790381.0,96682940.0,0.035028823,-0.17962751,-0.60159075,539399.0
1.54,52.17022,1546193.6,23817683.999999996,2613521.2,87606664.0,0.03132633,-0.18999003,-0.43302953,534909.3
1.56,52.190094,1393933.2,19699197.0,2413638.4,77985230.0,0.027452492999999998,-0.1968692,-0.2538214,531589.94
1.5799999,52.20997,1233094.8,15415851.0,2218464.8000000003,68225125.0,0.023476202,-0.20012116,-0.07086557,527717.3
1.5999999,52.229843,1070029.2999999998,11123511.999999998,2028131.2,58421973.0,0.019471645,-0.19970842,0.11230319,523291.5
1.62,52.249718,913150.0,6927091.3,1829294.9000000001,48604480.0,0.015513016999999999,-0.19563721,0.29406658,519248.66
1.64,52.269591999999996,755940.73,2844573.5,1631897.5,39116950.0,0.011670975,-0.18802634,0.4654385999999999,512801.4
1.66,52.289467,606814.64,-1028123.0,1454645.2999999998,30117180.0,0.008014412,-0.17706971,0.62825054,506524.38
1.68,52.30934,470968.0,-4641541.0,1283802.9,21681691.000000004,0.0046086838,-0.16291739,0.7848873000000001,503226.28
1.6999999,52.32922,342709.63,-7931235.0,1130489.6,14087840.0,0.0015173857999999998,-0.14582579,0.92172086,497523.75
1.7199999,52.35075,235319.02999999997,-10838755.0,992219.7999999999,7359533.0,-0.0012064895,-0.12612636,1.0450116,493885.22
1.74,52.370625,137743.69999999998,-13170766.000000002,868208.7000000001,1544593.4,-0.0035134812,-0.104250625,1.1390874,485629.3
1.76,52.3905,64170.41999999999,-15125098.999999998,772322.45,-3031802.5,-0.005364727,-0.08060505,1.2212812,482373.78
1.78,52.410374,3876.619,-16440976.999999998,689648.4,-6546589.399999999,-0.006728431,-0.055652447,1.2702993999999999,474181.72
1.8,52.43025,-31177.915999999997,-17331217.0,644125.3,-8684153.0,-0.0075851623,-0.029855577,1.304923,470990.0
1.8199999,52.450123,-50313.57,-17526050.0,618355.04,-9640559.000000002,-0.007920789000000001,-0.0037022417,1.3066266000000002,463819.28
1.8399999,52.46006,-45364.693,-17223308.999999996,606843.44,-9329726.999999998,-0.007735311,0.022257226,1.2849921,457499.72
1.86,52.47994,-22682.345999999998,-16273118.999999998,624764.9,-7809043.5,-0.0070357946999999995,0.047491255999999996,1.2346963,449116.16
1.88,52.499813,22764.828,-14943753.0,679444.8999999999,-4911137.7,-0.005843437,0.07161836,1.1738813999999997,447371.34
1.9,52.519688,83553.51000000001,-12944458.0,727322.63,-1123775.4,-0.0041812016,0.09416326,1.0774207,438966.5
1.92,52.529625,163890.26,-10561491.000000002,819415.3,3902130.6,-0.0020897177,0.114613146,0.9642232,432540.53
1.9399998999999999,52.5495,257588.96,-7743894.5,926420.65,9836621.0,0.00038685388,0.13261779999999998,0.83301115,426348.62
1.9599999,52.569373999999996,365227.02,-4497663.6,1029632.3999999999,16431031.000000002,0.0031955190000000004,0.14783326,0.68633986,420369.5
1.9799999,52.57931,483752.55999999994,-1076082.2,1171303.3,23919680.0,0.006279751,0.15999062,0.5273182,414815.9
2.0,52.599185999999996,609454.04,2733668.2,1301855.1,31695248.0,0.009574191999999999,0.16879596,0.35185778,406049.34
2.02,52.610780000000005,744970.7,6519439.0,1451505.7,39996840.0,0.013008183000000001,0.17413668,0.18180597,403410.88
2.04,52.63065699999999,878590.3300000001,10556995.0,1599455.7,48336687.99999999,0.016514597,0.17592527,-0.0031088863,395027.3
2.06,52.64059399999999,1017406.2999999999,14420698.999999998,1750414.4,56781742.0,0.020021014,0.17413668,-0.17597148,392665.44
2.08,52.66047,1145664.7,18306885.0,1897971.9,65040293.0,0.02345677,0.16880846,-0.35586100000000004,385069.2
2.1,52.67040600000001,1275572.5999999999,22014720.0,2041997.4,72940195.0,0.02675121,0.15999062,-0.5243797,379770.94
2.12,52.69028,1393438.4,25502246.0,2168363.3,80285380.0,0.029835444,0.14790206,-0.68259215,374600.38
2.1399999,52.700219999999995,1501901.2,28720002.0,2281909.2,86965870.0,0.032645874,0.13274287,-0.8304985,368025.44
2.1599998,52.71015500000001,1594940.1,31516617.000000004,2393100.6,92948180.0,0.03512598,0.11480076,-0.96085876,362280.38
2.18,52.730030000000006,1678988.5,33935555.0,2463347.4,97811500.0,0.03722276,0.094475955,-1.0685200000000001,358705.66
2.2,52.73996700000001,1739777.2,35849420.0,2536603.0,101818836.0,0.038892064,0.07215619,-1.1602534,352811.62
2.22,52.749905000000005,1782502.4000000001,37358633.0,2569698.6999999997,104515890.0,0.040096786,0.04816041,-1.2349092,344342.94
2.24,52.769780000000004,1811700.8,38160450.0,2594291.7,106194380.0,0.040810436,0.023070217999999997,-1.2706401000000003,343576.94
2.26,52.779716,1814340.2000000002,38538130.0,2594422.6,106562600.0,0.041015342,-0.0026203366000000002,-1.2937651000000001,336895.62
2.28,52.789654000000006,1798338.9,38332800.0,2558710.4,105601414.0,0.040704448,-0.028529774,-1.2930411,329746.2
2.3,52.799595,1763531.7,37535484.0,2507824.0,103478195.0,0.039877746,-0.054132774,-1.2633151000000002,324724.56
2.32,52.809532,1707939.5,36182137.0,2434961.0000000005,100102086.0,0.03854407,-0.078904025,-1.2099103999999998,319447.62
2.34,52.819469999999995,1633706.3,34320727.0,2334757.8,95525690.0,0.03672992,-0.10234947,-1.1309958,315362.22
2.36,52.829406999999996,1540337.5,31894295.0,2221604.2,89964195.0,0.03446356,-0.12400008,-1.0304041,311276.84
2.3799999,52.839344,1428327.9,29154630.0,2073262.0000000002,83197630.0,0.031783845,-0.14353065,-0.91976184,302318.78
2.3999999,52.84928000000001,1306833.0,25899408.0,1921649.2,75708984.0,0.028738474,-0.16057222,-0.7816932,298297.22
2.4199998,52.85921999999999,1170161.5999999999,22369917.999999996,1751199.2,67359580.0,0.02538044,-0.1747308,-0.63199824,292615.97
2.44,52.87081,1025736.9000000001,18524200.0,1569499.4,58450668.0,0.021769805,-0.18577498,-0.47046393,286807.06
2.46,52.88075,869764.8300000001,14548091.0,1371447.9,48996605.0,0.017971924,-0.19352968,-0.3041172,278870.34
2.48,52.890685999999995,712143.2,10368155.999999998,1175358.5,39322574.0,0.014052158,-0.19783853,-0.12597378,273955.1
2.5,52.900622999999996,550314.9400000001,6164241.699999999,981362.3,29543338.0,0.010081165,-0.19860150000000001,0.04978477,266614.2
2.52,52.91056,387991.82,2048752.4,775854.4,19711498.0,0.006131369,-0.1958811,0.22200854,257996.56
2.54,52.91056,233009.55,-2122189.6999999997,586567.4,10243093.0,0.002269896,-0.18965858,0.3987892,253826.06
2.56,52.920497999999995,82398.77,-5957418.5,390085.63,985096.7400000001,-0.0014325959,-0.18007153,0.55840707,244846.72
2.58,52.930434999999996,-62108.387,-9656264.000000002,223821.76,-7536468.300000001,-0.0049125142,-0.1673701,0.7097204,237080.22
2.6,52.930434999999996,-191356.52,-12960944.0,53502.69,-15541573.999999998,-0.008108034,-0.15177939999999998,0.8468947,229058.39
2.62,52.940376,-307407.64999999997,-16004848.0,-92746.70999999999,-22599840.0,-0.010966159,-0.13352460000000002,0.97563666,224930.44
2.6399999,52.950314,-411334.05,-18462752.0,-231670.56000000003,-28864291.0,-0.013433899,-0.11301843,1.0714584999999999,213674.34
2.6599998,52.950314,-495712.37,-20613416.0,-333705.05000000005,-33899760.0,-0.015474156000000001,-0.09071118,1.155952,207014.31
2.6799998,52.96025,-564501.7000000001,-22095652.0,-436916.80000000005,-38017082.0,-0.017053368,-0.06702183,1.2089733999999999,195673.1
2.7,52.96025,-610938.6599999999,-23194215.0,-496436.92000000004,-40776310.0,-0.01814857,-0.042388164000000006,1.2504963,190204.64
2.72,52.97019,-639147.2999999999,-23660318.0,-543137.2999999999,-42406980.0,-0.018745633,-0.017247943,1.2592267,180289.06
2.74,52.97019,-651107.0599999999,-23601867.000000004,-563413.4,-42789543.0,-0.018839255,0.007842248000000001,1.2461096999999999,171501.22
2.76,52.980125,-635023.2,-23065326.0,-554518.07,-41914430.0,-0.018434735,0.032513436,1.2168522,166585.98
2.78,52.980125,-607391.97,-21893324.0,-539082.1,-39968150.0,-0.017546209,0.056246555999999996,1.1529284,155989.5
2.8,52.980125,-558068.2000000001,-20259718.999999996,-489373.02,-36835920.0,-0.016194869,0.07852254,1.0710752000000001,147457.0
2.82,52.990063,-492660.55,-18177994.0,-416248.3,-32618178.0,-0.014416048,0.098959915,0.96971697,139413.89
2.84,52.990063,-409107.03,-15669135.0,-341161.4,-27554016.0,-0.012252138999999999,0.117214724,0.8528143,132924.08
2.86,52.990063,-317800.3,-12748126.0,-236772.3,-21605180.0,-0.009745538,0.13289297,0.71231824,122774.445
2.8799999,52.990063,-210822.1,-9545357.0,-129112.83999999998,-14991642.0,-0.0069545377,0.14567570000000002,0.5637731,115433.51
2.8999999,53.0,-94688.484,-6125275.4,-1569.761,-7789915.5,-0.003939197,0.15536907,0.40458107,108135.13
2.9199998,53.0,26971.37,-2510358.6,137484.91,-167370.8,-0.0007613425999999999,0.16181047,0.2381492,101092.09
2.9399998,53.0,152260.4,1219959.4,262150.10000000003,7569942.4,0.0025101341,0.16483106,0.06345535,92219.14
2.96,53.0,277054.53,4989244.000000001,405259.98,15465062.5,0.0058081076,0.16437453,-0.109109126,84984.6
2.98,53.0,406220.18,8631138.0,532803.04,23207158.0,0.0090619195,0.16052220000000003,-0.27532807,79899.14
3.0,53.0,523591.0,12250551.000000002,668194.95,30719715.0,0.012206212,0.15330532,-0.44508177,70387.84
3.02,53.0,634033.4500000001,15675128.999999998,795476.4,37801890.0,0.015172091,0.14277394,-0.6060625,61004.22
3.04,53.0,742331.3,18734020.0,898557.4,44257620.0,0.017897733,0.12922825,-0.74655855,56067.707
3.06,53.0,832978.2000000001,21542625.0,1001638.3699999999,50029523.0,0.020323077,0.11297465,-0.8759819,49492.78
3.08,53.0,911417.9,23952568.0,1071231.0999999999,54864150.0,0.02240043,0.09426958,-0.9914366,41534.785
3.1,53.0,974186.1599999999,25921889.0,1141216.3,58842793.0,0.024080328999999998,0.07348199,-1.0843625,35342.867
3.12,52.990063,1021035.46,27389137.000000004,1187393.4,61745480.0,0.025329214,0.05103715,-1.1561223,29342.452999999998
3.1399999,52.990063,1049491.6,28382790.0,1202175.3,63486137.0,0.02611352,0.027379077,-1.2061201000000001,23129.257999999998
3.1599998,52.990063,1054687.9,28875870.0,1205184.0999999999,64083890.0,0.02641735,0.002901757,-1.2375071000000002,14703.145
3.1799998,52.990063,1046109.7,28787445.0,1171303.3,63414405.99999999,0.02622834,-0.021888252,-1.2378051,9958.135
3.1999998,52.980125,1014684.45,28168473.0,1130227.9000000001,61630710.0,0.025542956000000002,-0.0464969,-1.2191944,2808.7048
3.22,52.980125,965278.14,27017455.0,1063905.5,58637164.00000001,0.024371795,-0.070492685,-1.1760533000000002,-3723.6616
3.24,52.980125,893684.45,25398834.0,962132.7,54428984.00000001,0.022730757,-0.09343783,-1.1149828000000002,-12575.337
3.26,52.97019,811533.1,23201709.0,855781.3999999999,49240492.0,0.020644572,-0.11484454,-1.0226532,-16469.223
3.28,52.97019,705627.14,20608920.0,724967.96,43023860.0,0.018150337,-0.13426879,-0.916653,-23320.762000000002
3.3,52.96025,588751.2000000001,17644450.0,574140.1,35893863.0,0.015288676999999999,-0.15142919,-0.79672664,-31980.933999999997
3.32,52.96025,460327.9,14254341.0,417556.43,28056129.0,0.012110823,-0.16594422,-0.6524828,-36087.6
3.34,52.950314,318460.13999999996,10724851.999999998,228007.80000000002,19410230.0,0.008671533,-0.17757627,-0.50857973,-46641.523
3.36,52.950314,171396.06,6819183.000000001,51017.235,10467849.0,0.0050291005,-0.18613145,-0.34598070000000003,-52705.77
3.3799998999999996,52.940376,15671.439000000002,2921008.3,-148865.68,1004224.7999999999,0.001247118,-0.19145967,-0.18610729999999998,-63429.918
3.3999998999999996,52.930434999999996,-139640.76,-1219959.4,-341553.83,-8478526.0,-0.0026072892,-0.19341712,-0.009198897,-67430.195
3.4199998,52.930434999999996,-295612.82,-5244026.999999999,-543006.53,-18099957.0,-0.006466996,-0.1919162,0.15931977,-75686.086
3.4399998,52.920497999999995,-452574.65,-9290575.0,-724575.5599999999,-27396209.0,-0.010261344,-0.187057,0.3256239,-83537.69
3.46,52.91056,-602030.7000000001,-13059860.0,-921711.36,-36587258.0,-0.01392674,-0.17897712,0.4806849,-93900.11
3.48,52.91056,-742578.74,-16790178.0,-1093731.0,-45123168.0,-0.017399592,-0.16778284,0.6371513000000001,-98943.01
3.5,52.900622999999996,-876528.2999999999,-20096357.0,-1265489.0,-53176094.00000001,-0.020619841,-0.15366805,0.77172774,-108816.03
3.52,52.890685999999995,-997033.4500000001,-23128271.0,-1411346.0,-60382605.0,-0.023529194,-0.13698919,0.8939964,-117476.2
3.54,52.88075,-1101702.0999999999,-25772017.999999996,-1547261.0999999999,-66761820.00000001,-0.02608349,-0.1180027,1.0014447,-124944.805
3.56,52.87081,-1193751.2,-27924182.0,-1670618.2,-72227670.0,-0.0282368,-0.097102545,1.0850865,-134754.0
3.58,52.85921999999999,-1264685.2,-29677686.0,-1765327.0999999999,-76545840.0,-0.029957328,-0.07470773,1.1510120000000001,-143009.89
3.6,52.84928000000001,-1320277.5,-30866172.000000004,-1840937.3,-79811960.0,-0.031218579,-0.05121226,1.194366,-151542.39
3.62,52.839344,-1353517.5,-31614033.0,-1889730.7000000002,-81810850.0,-0.03200112,-0.02705388,1.2178743,-158564.16
3.6399998999999994,52.829406999999996,-1372488.2,-31717445.0,-1930021.2,-82805510.0,-0.03229965,-0.0027391585,1.2096548,-169777.69
3.6599998,52.819469999999995,-1371168.5,-31414702.999999996,-1931460.1,-82418164.0,-0.032112405,0.021250367000000003,1.1854225,-177416.52
3.6799998,52.809532,-1348651.0,-30534952.999999996,-1918509.6,-80988340.0,-0.031453516,0.04455197599999999,1.1407909,-183906.33
3.6999998,52.799595,-1309390.0,-29159127.0,-1882274.3,-78449086.0,-0.030338882999999997,0.06668413,1.0693716999999998,-192864.39
3.72,52.789654000000006,-1251653.1,-27329188.0,-1824847.2,-74814750.0,-0.028796767999999997,0.08721530400000001,0.9803212,-200396.83
3.74,52.779716,-1180224.4000000001,-25051130.0,-1757347.5,-70324430.0,-0.026864264,0.10572652,0.8680181,-210184.75
3.76,52.769780000000004,-1097495.5999999999,-22357930.0,-1663423.5,-64930310.0,-0.02458377,0.12182376,0.73919094,-219930.1
3.78,52.749905000000005,-995383.7999999999,-19486379.0,-1555633.2,-58747152.0,-0.022008276,0.13533194,0.60908616,-223206.92
3.8,52.73996700000001,-891127.5,-16171206.0,-1449674.2999999998,-52143180.0,-0.019190778999999998,0.14594461,0.4507459,-234782.19
3.82,52.730030000000006,-778293.15,-12784096.000000002,-1315721.4,-44912758.0,-0.016191337,0.15338662,0.29206496,-242229.52
3.84,52.71015500000001,-655231.14,-9214141.0,-1201782.8,-37596266.0,-0.013075308,0.15762043,0.13061582,-248272.48
3.86,52.700219999999995,-535880.7400000001,-5641188.0,-1060111.9000000001,-29954592.0,-0.009908051999999999,0.15856476,-0.036284536,-255783.64
3.8799998999999996,52.69028,-415045.7,-2023274.2,-932045.6000000001,-22461162.0,-0.0067566944999999995,0.15615079999999998,-0.20437732,-264231.03
3.8999998999999996,52.67040600000001,-299077.02999999997,1479238.2,-809342.65,-15178141.000000002,-0.0036848274,0.1504411,-0.36578390000000005,-271316.62
3.9199998,52.66047,-183603.28999999998,4795909.000000001,-683630.9,-8182041.5,-0.0007595761,0.14158572,-0.51799154,-277274.5
3.9399998,52.64059399999999,-84955.696,7920743.7,-570869.75,-1683272.0999999999,0.0019589998,0.12972229999999998,-0.66657925,-286424.06
3.9599998,52.63065699999999,12207.226,10645420.0,-471189.94000000006,4174706.0,0.0044108409999999995,0.11513221,-0.7903811,-289551.94
3.98,52.610780000000005,90811.87,13194745.0,-387469.36,9167138.0,0.006548253,0.09808439,-0.91115916,-298744.06
4.0,52.599185999999996,160343.57,15171559.0,-316960.89999999997,13404011.0,0.008320008,0.078922786,-1.0023815999999999,-301871.94
4.02,52.57931,209667.36000000002,16889093.999999996,-276801.2,16493197.0,0.009692544,0.057991363,-1.0868751,-311255.56
4.04,52.569373999999996,243072.27000000002,17968174.0,-235464.16000000003,18750311.999999996,0.010630533000000001,0.035665344,-1.1423666000000001,-316532.53
4.06,52.5495,259073.64,18671074.0,-242266.44999999998,19663678.0,0.011112776000000001,0.012432528,-1.177331,-322490.38
4.08,52.529625,254867.08,18795467.0,-250376.89,19587166.0,0.011125141000000002,-0.011281831,-1.1904479,-328809.97
4.1,52.519688,234081.8,18389314.0,-278501.77,18377314.0,0.010662328,-0.035039965,-1.1813341,-335406.16
4.12,52.499813,192428.77,17547033.0,-351888.10000000003,15838060.0,0.009726107,-0.05841662,-1.1526728000000002,-343513.1
4.14,52.47994,135269.26,16052806.999999998,-418602.94,12418913.999999998,0.008330607,-0.08087396599999999,-1.0896858999999999,-345513.25
4.16,52.46006,57736.880000000005,14237855.0,-519721.74000000005,7770786.999999999,0.0065005585,-0.101993,-1.0187351999999998,-353960.62
4.18,52.450123,-33074.986,11889358.0,-644648.5599999999,2166256.3,0.0042624585,-0.12144853,-0.92350954,-360024.88
4.2,52.43025,-142032.73,9212642.0,-777293.33,-4327731.0,0.0016551692999999998,-0.13884032,-0.812995,-367302.0
4.22,52.410374,-259321.08,6059331.5,-920272.3999999999,-11529457.0,-0.0012753813,-0.15378687,-0.6791425999999999,-370685.2
4.24,52.3905,-392858.22000000003,2744159.2,-1089937.4000000001,-19539346.0,-0.004477966,-0.16602552,-0.54307556,-379451.75
4.2599998,52.370625,-528209.96,-918716.4,-1260125.7,-27946142.999999996,-0.007896058000000001,-0.17533742,-0.38639623,-383111.6
4.2799997,52.35075,-676758.7,-4626553.7,-1444180.2,-36859832.0,-0.0114696,-0.18154117,-0.23308130000000002,-392154.78
4.2999997,52.32922,-822090.7,-8541215.0,-1628757.9000000001,-45907420.0,-0.0151367625,-0.18454298,-0.066862345,-396963.62
4.3199997,52.30934,-974763.5,-12476857.0,-1811504.3,-54983700.0,-0.018830422,-0.18424279999999998,0.09675876,-403708.75
4.3399997,52.289467,-1120755.4,-16348056.0,-1995689.5999999999,-64040850.0,-0.022483452999999997,-0.18063436,0.26344615,-408006.94
