Time_[s],Eta_[m],F_-20m_[N],M_-20m_[Nm],F_sb_[N],M_sb_[Nm],GX_[m],GV_[m/s],GA_[m/s^2],GF_[N]
58.359997,47.729813,988785.34,12784096.000000002,1887506.8,57063880.0,0.019340927,0.04712228,-0.23887318,353152.06
58.379996999999996,47.749687,1028871.2000000001,13626377.0,1949120.0,59392727.0,0.020232989,0.042031698,-0.26936582,360344.06
58.399998,47.76956,1061286.4,14344265.0,2002884.3,61506380.0,0.021017294,0.036340753999999996,-0.29862340000000004,365472.06
58.42,47.789436,1091804.4,14952745.0,2041212.6,63223125.0,0.021683248,0.030149505,-0.31957647,371621.44
58.44,47.809309999999996,1117950.9000000001,15450321.000000002,2078363.5,64638605.0,0.022222018,0.023583028,-0.3357597,376919.7
58.46,47.829184999999995,1135024.5,15762055.0,2118261.7,65814984.0,0.02262477,0.016760148,-0.34564,381898.75
58.48,47.860657,1150778.6,15914925.0,2138930.1999999997,66570539.99999999,0.022891505,0.00984346,-0.34504378,388431.1
58.5,47.88053,1161336.0,15958388.0,2156982.4,66981800.0,0.02301869,0.0029955637,-0.3381446,394644.3
58.52,47.900406,1160593.8,15810014.0,2175296.4000000004,67144380.0,0.023011623,-0.0036772264,-0.3280514,399091.4
58.539997,47.92028,1162325.9000000001,15526756.000000002,2179874.8000000003,66933979.99999999,0.02287384,-0.010024819499999999,-0.30603364,405985.5
58.559998,47.950092,1154490.1,15201533.000000002,2169802.2,66317090.0,0.02261417,-0.015959663,-0.28618790000000005,408900.6
58.579997999999996,47.969967,1144262.5,14566075.0,2177651.0,65671520.00000001,0.022239681,-0.021325411000000002,-0.24917936,417156.5
58.6,47.98984,1128178.5999999999,13980075.0,2167578.4,64600348.0,0.021766271,-0.02597823,-0.21587595,421305.72
58.62,48.019657,1111847.4000000001,13173763.0,2154758.5,63404844.00000001,0.021206304,-0.029855577,-0.17086098,428880.72
58.64,48.03953,1089907.3,12403420.0,2132782.0,61951105.0,0.020577447,-0.032857396000000004,-0.12865679,433540.6
58.66,48.059406,1066070.3,11598606.000000002,2111328.5999999996,60373040.0,0.01989736,-0.03501495,-0.0870914,436647.22
58.68,48.089220000000005,1042893.1,10610948.999999998,2100732.7,58852355.0,0.019183713999999998,-0.036209423,-0.032281313,445222.28
58.699996999999996,48.11075,1016334.05,9743189.0,2073392.8,57159520.0,0.018455934,-0.03642205,0.011243096000000001,448158.62
58.719997,48.14056,994476.5,8834964.0,2052985.7999999998,55509723.0,0.017733453,-0.035684105,0.062220313,454776.12
58.739998,48.16044,967917.54,7980692.4,2029701.0,53912527.0,0.017033936,-0.03400809,0.10527626,458265.72
58.76,48.19025,945895.1,7147403.3,2012302.9,52425316.0,0.016378582,-0.031437783999999996,0.15148367,464308.7
58.78,48.210125,926017.1,6402538.6,1992942.5,51067223.0,0.015783286,-0.02801071,0.19028087,468308.97
58.8,48.239937,910180.66,5702635.7,1983131.5,49938664.00000001,0.015263947,-0.023801912,0.23018534,474713.66
58.82,48.259809999999995,896323.85,5110640.6,1975805.9000000001,49039645.0,0.014834698,-0.01886142,0.26310545,480033.2
58.84,48.289623,886920.96,4701489.7,1969003.5,48303215.0,0.014513203,-0.013351834,0.28682670000000005,483586.62
58.859997,48.309498,880569.8999999999,4359781.2,1968872.8,47911090.0,0.014304762,-0.007385722,0.30871665,488991.25
58.879996999999996,48.339314,880240.0,4163448.6999999997,1972666.4000000001,47801100.0,0.014219971000000001,-0.0010631437,0.32217429999999997,493417.1
58.899998,48.370779999999996,885766.24,4122983.0,1990064.5999999999,48035420.0,0.014264133,0.005484570699999999,0.3316287,499077.06
58.92,48.390656,892199.7699999999,4232389.600000001,2006808.7,48566227.0,0.014439012,0.012094823000000001,0.32822174,501779.38
58.94,48.420466999999995,912572.6300000001,4443709.5,2033102.2,49417426.0,0.014746375,0.018673807,0.32881796,509567.12
58.96,48.45028,928986.4,4881336.4,2057564.1999999997,50536418.0,0.015184456499999999,0.025077684,0.31071827,511631.12
58.98,48.470154,952328.6000000001,5417878.399999999,2096154.3,52014062.00000001,0.015747955,0.031100081,0.2902763,515525.0
59.0,48.499970000000005,985486.1,6041346.7,2138276.1,53788195.0,0.016426275,0.036703475,0.269451,522057.38
59.02,48.52978,1017158.9,6856651.399999999,2180005.6,55758387.0,0.017212348,0.041775294,0.23661605,525440.56
59.039997,48.549656,1051636.0,7763378.000000001,2231284.4,57977246.0,0.018092043999999998,0.04613418,0.19867061,528611.0
59.059998,48.579468,1095928.5,8670104.5,2284787.0000000005,60435207.0,0.019052995,0.049767632,0.16417475,535334.9
59.079997999999996,48.60928,1137416.5,9741690.0,2346400.4,63041410.0,0.02007754,0.05261936,0.120650336,539313.9
59.1,48.64075,1180224.4000000001,10870228.000000002,2401734.4,65719340.0,0.021151545,0.054558035,0.07256907,542229.0
59.12,48.670563,1224929.2,12003261.999999998,2459030.8,68478570.0,0.022253812999999997,0.05553988,0.025467313999999998,546293.06
59.14,48.690437,1273675.5,13097328.000000002,2518420.0,71285620.0,0.02336668,0.055614922000000004,-0.018014506,552272.25
59.16,48.72025,1319040.2999999998,14279819.0,2576370.4,74006586.0,0.024472483,0.054758154,-0.067203045,555336.25
59.18,48.75006,1365394.8,15402362.0,2629611.3,76670170.0,0.025551787000000003,0.052975826,-0.11106815,560272.75
59.199996999999996,48.779872999999995,1407872.5999999999,16436480.0,2697503.4,79372016.0,0.026585163999999998,0.050311714,-0.15472032,564187.94
59.219997,48.80969,1446803.7,17388168.0,2751137.0,81849100.0,0.027558481,0.046828352000000004,-0.19313423,569124.44
59.239998,48.8395,1486147.3,18308383.0,2795744.4,84063180.0,0.028454075,0.04261330000000001,-0.22728939999999997,574188.6
59.26,48.869312,1518562.4000000001,19173145.0,2834072.8,86028590.0,0.029257812,0.03770408,-0.26310545,576231.3
59.28,48.90078,1549575.4,19882041.0,2875148.2,87788375.0,0.029957328,0.032144465,-0.2916391,579252.8
59.3,48.920654,1574897.0999999999,20439564.0,2907066.6999999997,89266020.0,0.03054026,0.026103305,-0.31174037,583529.7
59.32,48.95047,1593785.4,20800758.0,2951543.2,90604990.0,0.030999537999999997,0.019761965,-0.32102445,589955.7
59.34,48.98028,1607394.8,21152957.000000004,2967371.6,91413150.0,0.031329866,0.013201743,-0.33431172,591360.0
59.359997,49.010094,1616550.2,21344792.999999996,2977575.0,91896130.0,0.031525943,0.0064601614,-0.33840013,593998.5
59.379996999999996,49.039906,1624633.3,21325310.0,2984769.8,92101766.0,0.03158777,-0.00023139009999999997,-0.32954195,599615.94
59.399998,49.069717,1624385.9,21209908.0,2983461.6999999997,91948734.0,0.031518877,-0.0067353280000000005,-0.32004493,602360.8
59.42,49.09953,1617457.5,20932645.0,2983200.0,91527920.0,0.031321034,-0.012995369,-0.30467084,604892.9
59.44,49.129345,1604013.0999999999,20499514.0,2977051.8000000003,90848875.0,0.031001302999999997,-0.018855166,-0.28039598,608808.06
59.46,49.160812,1589413.8,19967468.999999996,2963578.1,89863770.0,0.03057029,-0.024158377,-0.24943489,613276.44
59.48,49.190624,1571680.4,19323018.0,2949580.9999999995,88653920.0,0.030038586000000003,-0.028823702000000003,-0.21651477,616340.5
59.5,49.220436,1549740.4,18609627.0,2922633.5,87171500.0,0.029422093,-0.03280111,-0.18027282,618957.7
59.52,49.250248,1523841.2000000002,17834787.0,2891107.4,85493010.0,0.028731407999999996,-0.036015555,-0.14066646,621489.75
59.539997,49.280064,1495715.0999999999,16955037.0,2860104.5,83718875.0,0.027985964,-0.03839825,-0.09718463599999999,624596.4
59.559998,49.309875,1467259.0,16060301.000000002,2825177.5,81825195.0,0.027201656,-0.039880395,-0.051147565,628022.1
59.579997999999996,49.349625,1434844.0,15132591.999999998,2791558.3000000003,79907600.0,0.02639792,-0.040455744,-0.00626036,630447.8
59.6,49.379436,1403501.0999999999,14237855.0,2754276.6,77942195.0,0.025590649,-0.040155564,0.036454886,631809.6
59.62,49.40925,1377189.5999999999,13259190.0,2726020.8,76115460.0,0.02479751,-0.038917314,0.0874321,637576.0
59.64,49.44072,1347991.2,12416908.000000002,2696326.2,74279164.0,0.0240397,-0.03674725,0.12878455,639512.3
59.66,49.47053,1320030.0,11621087.0,2668332.0000000005,72605450.0,0.02333312,-0.03378921,0.16672999,641065.56
59.68,49.500343,1297100.2000000002,10888213.0,2639814.6999999997,71060860.0,0.022693662000000003,-0.03006195,0.20505872,644448.8
59.699996999999996,49.530155,1275407.7,10272238.000000002,2613913.8,69697984.0,0.02213546,-0.025659285,0.23482738,645640.4
59.719997,49.559967,1257756.7,9702724.0,2603187.0,68655500.0,0.021670883999999998,-0.020675018,0.26267958,648193.75
59.739998,49.58978,1243899.9,9305562.5,2586442.9,67775610.0,0.021310527000000003,-0.015215463,0.28256795,649385.3
59.76,49.619595000000004,1235486.7999999998,9017808.0,2575323.6999999997,67173080.0,0.02106499,-0.009374426,0.3006676,652428.06
59.78,49.659344,1230867.8,8873931.0,2569306.4,66862240.00000001,0.020937803999999997,-0.0032582227,0.30973876,653981.4
59.8,49.69081,1232847.4000000001,8842457.0,2570614.5,66871810.0,0.02093427,0.0029955637,0.31467890000000004,656492.2
59.82,49.720622999999996,1240848.0,8930882.0,2578724.9000000004,67201766.0,0.021057922000000003,0.009293127,0.31386974,659173.25
59.84,49.750440000000005,1249508.5,9163184.000000002,2593899.4,67847340.0,0.021306993,0.015496883000000001,0.3055226,661152.06
59.859997,49.78025,1264355.2,9566340.0,2610905.0,68746360.0,0.021676182999999998,0.02145674,0.28946713,662301.1
59.879996999999996,49.810062,1284645.6,10081900.0,2633928.1999999997,69932305.0,0.022161959,0.027060134,0.27021757,664620.44
59.899998,49.839874,1308317.7,10729348.0,2661268.3000000003,71371695.0,0.022755487,0.032207,0.24330229,665748.1
59.92,49.869686,1336773.7,11471215.0,2693971.7,73054960.0,0.023446172,0.03678477,0.21370399,667897.25
59.94,49.909434999999995,1367704.2,12317993.0,2729683.5999999996,74939080.0,0.024223411,0.04071215,0.17865449,669365.44
59.96,49.93925,1401356.6,13242704.0,2768927.7,76995350.0,0.025069544,0.04390158,0.13947400000000001,670471.9
59.98,49.97072,1437236.0,14230361.0,2810657.2,79190300.0,0.02597397,0.046271767000000005,0.0976531,671578.3
60.0,50.00053,1474682.4,15258483.999999998,2854218.0,81476110.0,0.02691549,0.047791436,0.05395834,672663.5
60.02,50.030342,1512953.7,16312086.000000002,2898694.5999999996,83819300.0,0.02787821,0.04842307,0.009241484,673727.44
60.039997,50.060154,1551390.0,17368686.0,2943432.9,86167270.0,0.028846227999999998,0.04816041,-0.035603136,674770.06
60.059998,50.08997,1589248.9000000001,18408797.0,2987516.8,88481770.0,0.029800113,0.047009714,-0.07972377,675812.7
60.079997999999996,50.12972,1625870.5999999999,19414440.0,3030031.1999999997,90714980.0,0.030720437000000003,0.04498974,-0.12150209,677174.5
60.1,50.15953,1659687.9,20381115.0,3069667.7,92828630.0,0.031593066,0.04213176,-0.16374888,677131.94
60.12,50.189341999999996,1691773.1,21260865.0,3107080.3000000003,94784480.0,0.032400336,0.038485803,-0.20067221,678153.25
60.14,50.220814000000004,1719981.7,22064180.0,3140307.0000000005,96549050.0,0.033128116,0.03410815,-0.23597723,678004.3
60.16,50.250626000000004,1745221.0,22753592.0,3169609.1,98084070.0,0.03376051,0.029098867999999996,-0.26438308,679004.4
60.18,50.280437,1767655.9,23366568.0,3190277.6,99313055.0,0.03428868,0.02355176,-0.28942454,679153.3
60.199996999999996,50.31025,1781347.8,23855152.0,3206890.9,100274240.0,0.034700262999999995,0.017548125,-0.31016463,678621.4
60.219997,50.34006,1791162.9999999998,24190865.0,3218795.0,100953290.0,0.034988195,0.011188024,-0.32468697,678195.8
60.239998,50.37981,1797761.5,24360220.0,3225989.7,101331060.0,0.035147175,0.004634056,-0.32949936,679493.75
60.26,50.409626,1798174.0,24397690.0,3226905.5,101393234.0,0.035173672999999996,-0.001994958,-0.33252305,678536.25
60.28,50.439438,1794214.8,24277791.0,3221934.6,101130220.0,0.035067685,-0.008580195,-0.32528320000000005,679515.06
60.3,50.46925,1784399.5,24072467.0,3199957.8000000003,100455950.0,0.03483098,-0.014990326000000002,-0.31450856,679132.06
60.32,50.500717,1770295.3,23673807.0,3183213.9000000004,99571280.0,0.034468856,-0.021094022,-0.2950035,680089.56
60.34,50.53053,1749922.4,23170236.0,3159798.0,98390125.0,0.03399015,-0.026797475,-0.27434856,678834.2
60.359997,50.560345,1727405.0,22537775.0,3127748.8,96902914.0,0.033400152,-0.032000627000000004,-0.24470767,679429.94
60.379996999999996,50.590157,1700268.7000000002,21786916.0,3090467.0,95214860.0,0.032714766,-0.036559638,-0.21093579999999998,679770.4
60.399998,50.61997,1665626.5,21043550.0,3046252.1999999997,93230320.0,0.031942826,-0.04049327,-0.18176338,675791.4
60.42,50.64978,1632551.5,20114342.0,3007139.0,91174050.0,0.031098459,-0.043707712999999995,-0.1391333,676812.75
60.44,50.68953,1598651.7,19168648.0,2961615.6999999997,88931280.0,0.030199333999999998,-0.04605914,-0.09543855,677025.5
60.46,50.71934,1560050.5,18164506.0,2917139.2,86635910.0,0.02926311,-0.047547538,-0.053191765999999994,675663.75
60.48,50.750813,1520872.0,17164860.0,2869654.0000000005,84259240.0,0.028303925,-0.048166662,-0.0090285465,674706.2
60.5,50.780623999999996,1482435.7,16118751.0,2824523.4,81911270.0,0.027341207000000003,-0.047897752,0.036327124,674301.94
60.52,50.810435999999996,1443339.5,15105615.0,2779392.8000000003,79587210.0,0.026394386000000002,-0.046728294000000004,0.08049034,673663.56
60.539997,50.84025,1404738.3,14150930.0,2726805.6999999997,77272710.0,0.025477596,-0.04468956,0.12265195,672791.2
60.559998,50.870064,1369271.4000000001,13242704.0,2681020.9999999995,75106450.0,0.024612032000000002,-0.0418691,0.15931977,670344.2
60.579997999999996,50.899876,1339495.5999999999,12437891.000000002,2635367.2,73045400.0,0.023808295,-0.038329456,0.19390081,668386.6
60.6,50.929688,1309802.4000000001,11693026.000000002,2593245.0,71223450.0,0.023082282000000003,-0.03410815,0.22767268,667897.25
60.62,50.9595,1283078.5,11020100.0,2562765.6,69659730.0,0.022448124,-0.029255213,0.25671735,667195.06
60.64,50.989309999999996,1257344.2,10506038.0,2534640.9,68320766.0,0.021916421000000002,-0.023933241,0.27464667,663407.56
60.66,51.020782000000004,1240270.6,10047430.0,2515280.5,67292625.0,0.021494238,-0.018236041,0.29385364,662896.9
60.68,51.050594,1228393.3,9713215.0,2501283.4,66551414.00000001,0.021188641,-0.01218863,0.30986652,663577.8
60.699996999999996,51.080405999999996,1222042.4000000001,9642774.0,2470411.4,65886710.00000001,0.021006696000000002,-0.005991127299999999,0.30952582,659066.8
60.719997,51.10028,1217093.4,9645771.999999998,2464263.1999999997,65700210.00000001,0.020948403,0.0001813598,0.30624658,656045.4
60.739998,51.130093,1217093.4,9753680.0,2459946.3000000003,65810200.0,0.021013761000000002,0.006266294,0.30156195,655258.06
60.76,51.159904,1224351.7999999998,9954509.0,2468972.4,66264490.00000001,0.02119924,0.012219898,0.29291672,655385.75
60.78,51.189716,1233424.7,10324693.000000002,2481399.6999999997,66977016.0,0.021501303,0.017879575,0.27209142,652215.3
60.8,51.219532,1248848.8,10874723.999999998,2493434.6,67880810.0,0.021911122,0.023076472999999997,0.24641117,649215.06
60.82,51.249344,1268231.8,11520673.0,2498013.1999999997,68937640.0,0.02241986,0.027723035,0.21813308,647278.8
60.84,51.280809999999995,1289017.1,12210085.0,2524306.6,70367470.0,0.023015156000000002,0.03174422,0.183041,644023.25
60.859997,51.310623,1314833.7,12953451.0,2549553.5,71979010.0,0.023684643,0.035071235,0.1493543,643235.94
60.879996999999996,51.330498,1338423.2999999998,13851185.0,2578332.5,73676625.0,0.02441419,0.03762278,0.10536143,638703.75
60.899998,51.360313,1368611.5,14754913.999999998,2609597.0,75493800.0,0.025184365,0.03932381,0.064221926,636618.5
60.92,51.390125,1400614.3,15660142.0,2642038.5999999996,77373130.0,0.025981037000000002,0.04021185,0.024487803,635852.44
60.94,51.419937,1432369.5,16578857.0,2666893.3000000003,79238120.0,0.02678654,0.04026813,-0.018695904,633597.0
60.96,51.44975,1457113.9000000001,17574010.0,2697242.0,81083984.0,0.027584977000000004,0.039411362,-0.06707528,628532.8
60.98,51.469623999999996,1489034.2,18458256.0,2724712.5999999996,82905930.0,0.028356918999999998,0.03767281,-0.10655388,627298.7
61.0,51.499435,1518397.5,19291545.0,2754145.8,84627460.0,0.029086465,0.035158787000000004,-0.14449933,625830.5
61.02,51.52925,1539925.0,20118838.0,2776907.2,86162490.0,0.029759485,0.03184428,-0.18632023,620979.1
61.039997,51.550779999999996,1561782.6,20832230.0,2794174.5999999996,87525370.0,0.030356547,0.02777932,-0.21945329,618766.2
61.059998,51.580593,1583722.7,21424225.0,2814450.6999999997,88720875.0,0.030865287,0.02313901,-0.2436004,618893.9
61.079997999999996,51.610405,1593702.9,21963766.0,2824261.7,89653370.0,0.031278636,0.017942114,-0.27571136,612701.94
61.1,51.63028,1605497.7,22359428.0,2831979.6999999997,90303720.0,0.0315807,0.012257421000000001,-0.29172426,611935.94
61.12,51.660090000000004,1610859.0,22627700.0,2826223.9,90633680.0,0.03176618,0.0062412787,-0.3085463,607978.2
61.14,51.689907,1611601.3,22779070.0,2823476.8,90705414.0,0.031828005,-1.8761359e-05,-0.31689346,605275.9
61.16,51.70978,1607312.3,22798553.0,2813011.7,90451960.0,0.031764414,-0.0064101309999999995,-0.3212374,601573.5
61.18,51.739594,1597744.4000000001,22612710.0,2797837.4,89954630.0,0.03157187,-0.012788993,-0.31514737,599998.94
61.199996999999996,51.759468,1584217.5,22362426.0,2772982.9999999995,89060400.0,0.031253908,-0.019017765,-0.30692798,596466.75
61.219997,51.78928,1562360.0,21978752.0,2739756.3,87869670.0,0.030812292999999998,-0.025046416000000002,-0.2950035,591828.1
61.239998,51.81081,1538440.4,21434717.0,2707837.9999999995,86430280.0,0.030254094,-0.030737361,-0.27328387,589296.06
61.26,51.840626,1510479.2,20787270.0,2666239.0,84718320.0,0.029586373,-0.03597178,-0.24934971,585231.94
61.28,51.8605,1478806.5,20010932.0,2623201.4,82767250.0,0.02881973,-0.040637106,-0.21634442,583338.2
61.3,51.890312,1440700.1,19150664.0,2573099.9000000004,80601000.0,0.027964767,-0.04465829,-0.18500002,578508.06
61.32,51.910187,1403996.0,18177994.0,2524829.8,78281720.0,0.027037377,-0.047935273,-0.14236996,577593.1
61.34,51.94,1360528.3,17275764.0,2459423.0,75689860.0,0.02605346,-0.050461803,-0.10979053,570252.2
61.359997,51.959872999999995,1318875.4,16177201.0,2403042.5,73126695.0,0.025025383,-0.05218785,-0.06277395,569103.2
61.379996999999996,51.979748,1276315.0,15075641.000000002,2349409.0,70506150.0,0.023970809,-0.053007096,-0.019079192,565698.7
61.399998,52.009563,1229053.2,14077492.0,2290281.1999999997,67785170.0,0.022909167999999997,-0.05300084,0.01997353,559762.1
61.42,52.029438,1186987.8,12957947.0,2230499.5,65155062.00000001,0.021856362,-0.05213782,0.06592542,557506.6
61.44,52.049313,1141705.6,12040729.5,2160514.4,62414965.0,0.02083005,-0.050486817999999996,0.09922884,549506.06
61.46,52.08078,1102032.0999999999,10969143.999999998,2114729.6999999997,60009605.0,0.0198426,-0.048035335,0.14526589999999998,548867.75
61.48,52.100654999999996,1060379.0,10048929.0,2063189.1999999997,57652070.0,0.018913446,-0.04478962,0.17869708,543292.9
61.5,52.12053,1026479.2,9236621.0,2006939.5,55404520.0,0.018054947,-0.04086224,0.21344846,540101.2
61.52,52.140404,992744.4500000001,8451291.0,1961285.5999999999,53453453.0,0.017283006,-0.03631574,0.24040633,535058.25
61.539997,52.17022,960329.3,7814334.5,1924788.7,51736707.0,0.016606454,-0.031275187,0.26280734,530036.6
61.559998,52.190094,938554.26,7309265.0,1878349.9,50158640.0,0.016034123,-0.02581563,0.28269570000000005,526291.7
61.579997999999996,52.20997,916779.2,6874635.7,1846693.0,48958350.0,0.015576608999999998,-0.020012116,0.29632372,522078.66
61.6,52.229843,898715.7599999999,6586881.3,1826678.5999999999,48073676.0,0.015235684,-0.014008482,0.30326545,517397.47
61.62,52.249718,889807.8,6478973.600000001,1801954.8,47365937.99999999,0.015016643,-0.0079110395,0.30543742,513248.25
61.64,52.269591999999996,880982.3,6484968.300000001,1778800.9,46992940.0,0.014917722,-0.0018761359,0.2972606,506801.0
61.66,52.289467,877518.1,6627346.7,1772783.4000000001,46949902.0,0.014938918999999998,0.0039461395,0.28393075,500651.62
61.68,52.30934,882054.57,6877633.300000001,1767027.7000000002,47136400.0,0.015074936,0.009505755,0.27132484,497608.88
61.699996999999996,52.32922,886096.1,7225337.0,1769120.7,47662420.0,0.015316941,0.014721413000000001,0.24900901,492268.06
61.719997,52.35075,900447.9,7659966.3,1773830.0,48403637.0,0.015659634,0.019480545,0.22618212,489076.38
61.739998,52.370625,911665.34,8311910.0,1777754.4000000001,49259617.0,0.016092414,0.023645567000000003,0.19006793,481394.97
61.76,52.3905,931955.75,8926386.0,1792274.7,50435996.0,0.016601155,0.027160196,0.16046964,478777.78
61.78,52.410374,948781.8999999999,9714714.0,1800254.3,51636285.0,0.017173486,0.029949384,0.118095085,471309.2
61.8,52.43025,972701.5,10423608.0,1824062.4000000001,53099582.0,0.017795278,0.031969357000000004,0.08351405,468904.75
61.82,52.450123,993156.7999999999,11297363.000000002,1844861.7,54553316.0,0.018447101,0.03320135,0.039521184,462563.88
61.84,52.46006,1017736.2699999999,12114167.0,1856373.3,56045310.0,0.019116588,0.033557817000000004,-0.0034495859999999997,457116.72
61.859997,52.47994,1039676.3,13016396.999999998,1873509.8,57494260.0,0.019784309,0.033019993,-0.050423577000000004,449605.56
61.879996999999996,52.499813,1064090.7,13737282.0,1903335.2,59067547.0,0.020432597,0.031681682999999995,-0.08330111,448733.16
61.899998,52.519688,1083886.2,14579563.0,1903204.5,60310875.0,0.021045558,0.029567903,-0.12780504,441200.72
61.92,52.529625,1104259.0,15280966.0,1924657.8,61625930.0,0.021609057,0.02662237,-0.16596341,435583.3
61.94,52.5495,1120013.0,15923917.0,1940093.9000000001,62735360.0,0.022107197000000002,0.022951396000000002,-0.20067221,430157.4
61.96,52.569373999999996,1133292.5,16545886.999999998,1932506.5999999999,63510047.0,0.022522315,0.01863003,-0.23116486,424901.72
61.98,52.57931,1142942.7,16944547.0,1946111.2,64289515.99999999,0.022847343,0.013739568999999998,-0.25658960000000003,419943.94
62.0,52.599185999999996,1147314.3,17391166.0,1933945.6,64586004.0,0.023069916,0.008330043,-0.28359005,411730.6
62.02,52.610780000000005,1151355.8,17536541.0,1929236.3,64791630.0,0.02317767,0.002551545,-0.29325742,409517.66
62.039997,52.63065699999999,1145912.1,17728377.0,1913669.5999999999,64571655.99999999,0.023170605,-0.0034771054,-0.30888699999999997,401474.56
62.059998,52.64059399999999,1140880.7,17615975.0,1895486.5,64160402.0,0.023038121,-0.009643339,-0.30688540000000003,399325.47
62.079997999999996,52.66047,1123064.8,17470598.0,1871416.7,63438316.0,0.02278375,-0.015822079,-0.309611,391835.6
62.1,52.67040600000001,1107475.8,17167855.0,1844469.2,62400617.0,0.022405729,-0.02195079,-0.30220076,386473.53
62.12,52.69028,1083391.4,16743717.0,1803917.0999999999,61018613.0,0.021907588,-0.027866872,-0.28891350000000005,381154.0
62.14,52.700219999999995,1056007.5999999999,16225160.0,1757870.7,59354470.0,0.021292862000000003,-0.03349528,-0.27315609999999996,374302.47
62.16,52.71015500000001,1021942.8,15529753.0,1719673.2,57537300.0,0.02057038,-0.03874846,-0.2507977,368110.56
62.18,52.730030000000006,990022.5,14766903.999999998,1653612.4,55289750.0,0.019747213,-0.043457564000000004,-0.21953847,364003.88
62.199996999999996,52.73996700000001,948287.05,13872167.0,1606388.8,53008723.0,0.018835722,-0.047547538,-0.18891807,357450.25
62.219997,52.749905000000005,903747.1300000001,12996913.999999998,1536796.0,50364265.99999999,0.017848272,-0.051043406,-0.16000117,348236.84
62.239998,52.769780000000004,862589.0,11886361.0,1478714.8,47743720.0,0.016798997,-0.05377631,-0.112899415,346619.72
62.26,52.779716,813182.7400000001,10856739.0,1417625.0,44941453.0,0.015703795,-0.055664952999999996,-0.07555019,339002.16
62.28,52.789654000000006,764436.2999999999,9776161.0,1343322.9999999998,41990945.0,0.014578562,-0.05679689,-0.037775096,330895.22
62.3,52.799595,716514.7,8652120.0,1277262.2,39102600.0,0.013437431000000001,-0.05712834,0.004854973,324852.25
62.32,52.809532,668015.7000000001,7525081.0,1212640.4,36195133.0,0.012298067,-0.056609277,0.04684623,318532.66
62.34,52.819469999999995,620753.97,6438508.000000001,1144094.1,33302008.0,0.011178134,-0.05523344,0.09032805,313404.66
62.359997,52.829406999999996,573574.65,5317464.399999999,1085228.1,30614512.000000004,0.010095296,-0.053007096,0.13210636,308319.2
62.379996999999996,52.839344,526230.4,4392753.0,1013019.1,27855283.0,0.009063686,-0.05006156,0.16174726,298403.6
62.399998,52.84928000000001,486556.94999999995,3421581.3,957554.26,25421234.0,0.008095669,-0.04645938,0.19828732,293488.38
62.42,52.85921999999999,447213.37999999995,2601780.8,901435.2999999999,23087607.000000004,0.007208907,-0.042188045,0.22784303,286998.56
62.44,52.87081,413808.47,1840430.2,850287.23,21021772.999999996,0.006412235600000001,-0.03737263,0.25301224,280466.2
62.46,52.88075,380403.56000000006,1261923.6,796261.3,19123310.0,0.0057162517,-0.03213821,0.26936582,271976.25
62.48,52.890685999999995,354421.97000000003,728378.7,755055.05,17559588.0,0.0051297884999999994,-0.02657234,0.2867841,266592.9
62.5,52.900622999999996,330914.8,349202.12000000005,723659.85,16292353.000000002,0.004656378,-0.020750064,0.29423693,258975.34
62.52,52.91056,310871.86000000004,161861.94,685331.5,15206833.0,0.004299554000000001,-0.014858996499999999,0.29376847,250187.5
62.539997,52.91056,299324.5,-50956.534999999996,664662.96,14561260.0,0.0040610824,-0.008949169,0.29687732,246038.28
62.559998,52.920497999999995,290663.93999999994,23979.546,634968.3,14030455.0,0.0039409637,-0.0031206394,0.28495285,237207.89
62.579997999999996,52.930434999999996,283900.48,113902.84,630651.5,13963507.0,0.0039338977,0.0024452305,0.27038792,229760.56
62.6,52.930434999999996,285550.1,406153.56000000006,614169.0,13992198.999999998,0.004036352,0.0076608886,0.25032923,222164.3
62.62,52.940376,290993.87,695406.7999999999,610767.9,14384325.0,0.0042394944,0.012507573000000001,0.23350717,218610.86
62.64,52.950314,296932.52999999997,1245437.5999999999,600826.05,14852963.0,0.0045327265000000005,0.01682894,0.19832991,208078.22
62.66,52.950314,308644.87000000005,1720532.3,611814.4,15699382.0,0.004907215,0.020506166,0.16868901,202226.75
62.68,52.96025,320357.19999999995,2432425.0,603180.66,16507543.000000002,0.005348829,0.023464207,0.12665518,191779.22
62.699996999999996,52.96025,337348.36,3054394.5,618355.04,17621754.0,0.00584167,0.025671793,0.09403316,187268.27
62.719997,52.97019,354339.48,3803755.4,624634.1,18735967.0,0.006369840999999999,0.027128926,0.050849452999999996,178374.03
62.739998,52.97019,368526.25,4550118.7,634968.3,19926690.0,0.0069209747,0.027723035,0.0090285465,170650.1
62.76,52.980125,391208.62,5235034.7,651581.67,21174797.000000004,0.007473876,0.027560437,-0.025211789,166798.77
62.78,52.980125,405642.82,6012871.0,651712.46,22279445.0,0.008017944,0.026603607,-0.07035452,157244.9
62.8,52.980125,422551.48,6718769.0,663093.2000000001,23384092.0,0.00853375,0.024796264,-0.11008864,149733.75
62.82,52.990063,436820.74000000005,7358723.000000001,676174.5599999999,24426574.0,0.009005393,0.022225957,-0.14675647,142690.72
62.84,52.990063,451419.92,7940227.0,670287.96,25225172.000000004,0.009416977,0.018973988,-0.17776015,137094.58
