13.800000,-0.205468
13.850000,-0.010380
13.900000,0.181906
13.950000,0.367145
14.000000,0.537432
14.050000,0.679799
14.100000,0.784510
14.150000,0.849818
14.200000,0.876268
14.250000,0.860687
14.300000,0.799771
14.350000,0.697040
14.400000,0.561722
14.450000,0.401553
14.500000,0.221017
14.550000,0.027003
14.600000,-0.168255
14.650000,-0.352224
14.700000,-0.517288
14.750000,-0.658491
14.800000,-0.768553
14.850000,-0.838956
14.900000,-0.865534
14.950000,-0.849737
15.000000,-0.794037
15.050000,-0.699273
15.100000,-0.568019
15.150000,-0.407987
15.200000,-0.229615
15.250000,-0.041527
15.300000,0.149332
15.350000,0.334072
15.400000,0.501478
15.450000,0.642046
15.500000,0.750387
15.550000,0.822875
15.600000,0.855103
15.650000,0.843662
15.700000,0.789388
15.750000,0.696890
15.800000,0.571263
15.850000,0.417205
15.900000,0.241450
15.950000,0.053928
16.000000,-0.134751
16.050000,-0.315907
16.100000,-0.482021
16.150000,-0.624740
16.200000,-0.735616
16.250000,-0.808871
16.300000,-0.842162
16.350000,-0.834642
16.400000,-0.785852
16.450000,-0.697290
16.500000,-0.573935
16.550000,-0.423076
16.600000,-0.252127
16.650000,-0.068511
16.700000,0.118909
16.750000,0.299898
16.800000,0.464935
16.850000,0.606562
16.900000,0.718566
16.950000,0.795050
17.000000,0.831432
17.050000,0.826067
17.100000,0.780132
17.150000,0.696175
17.200000,0.577707
17.250000,0.430229
17.300000,0.261638
17.350000,0.080915
17.400000,-0.103264
17.450000,-0.282423
17.500000,-0.447622
17.550000,-0.590055
17.600000,-0.702551
17.650000,-0.780139
17.700000,-0.819369
17.750000,-0.817955
17.800000,-0.775587
17.850000,-0.694675
17.900000,-0.579802
17.950000,-0.436673
18.000000,-0.271939
18.050000,-0.093687
18.100000,0.088799
18.150000,0.266209
18.200000,0.430076
18.250000,0.572647
18.300000,0.686713
18.350000,0.766283
18.400000,0.807515
18.450000,0.808812
18.500000,0.770273
18.550000,0.693552
18.600000,0.582324
18.650000,0.442408
18.700000,0.281056
18.750000,0.106166
18.800000,-0.073866
18.850000,-0.250078
18.900000,-0.413451
18.950000,-0.555840
19.000000,-0.670476
19.050000,-0.751876
19.100000,-0.795880
19.150000,-0.800168
19.200000,-0.764706
19.250000,-0.691551
19.300000,-0.584375
19.350000,-0.448326
19.400000,-0.290147
19.450000,-0.117911
19.500000,0.059704
19.550000,0.234027
19.600000,0.396581
19.650000,0.539248
19.700000,0.654814
19.750000,0.737620
19.800000,0.783790
19.850000,0.791143
19.900000,0.759236
19.950000,0.689631
20.000000,0.585957
