------- AERODYN v15.00.* BLADE DEFINITION INPUT FILE -------------------------------------
Generated with AeroElasticSE FAST driver
======  Blade Properties =================================================================
51          NumBlNds    - Number of blade nodes used in the analysis (-)
    BlSpn        BlCrvAC        BlSwpAC        BlCrvAng       BlTwist        BlChord          BlAFID
     (m)           (m)            (m)            (deg)         (deg)           (m)              (-)
0.0                  0.0                       0.0                    0.0                    15.59455301971172     5.2                 1
2.340580309167562    0.0                       0.0                    0.0                    15.51983908991076     5.216746026389595   2
4.681160618335124    0.0                       0.0                    0.0                    15.341105075742826    5.243676832944217   2
7.021740927502686    0.0                       0.0                    0.0                    14.889318340111576    5.297342687432036   3
9.362321236670248    0.0                       0.0                    0.0                    14.2525847977615      5.365162243027342   3
11.70290154583781    0.0                       0.0                    0.0                    13.46558197495238     5.4444816807724825  4
14.043481855005371   0.0                       0.0                    0.0                    12.51998025465663     5.527240865178344   4
16.38406216417293    0.0                       0.0                    0.0                    11.540271721453124    5.608855204067775   5
18.724642473340495   0.0                       0.0                    0.0                    10.551329930177667    5.67433689478851    6
21.06522278250806    0.0                       0.0                    0.0                    9.610789208706375     5.725684525266532   6
23.40580309167562    0.0                       0.0                    0.0                    8.749450237823714     5.753903693529204   7
25.74638340084318    0.0                       0.0                    0.0                    8.01527454404861      5.744104579168599   7
28.086963710010743   0.0                       0.0                    0.0                    7.348026890856436     5.714295842374692   8
30.427544019178306   0.0                       0.0                    0.0                    6.724292819701816     5.6169745568514     8
32.76812432834586    0.0                       0.0                    0.0                    6.112185554263824     5.506376676712136   9
35.108704637513426   0.0                       0.0                    0.0                    5.532292002259772     5.364055413764434   10
37.44928494668099    0.0                       0.0                    0.0                    4.9848113206095785    5.218815164980855   10
39.789865255848554   0.0                       0.0                    0.0                    4.4720587143385195    5.070447431373122   11
42.13044556501612    0.0                       0.0                    0.0                    4.024114666105805     4.938754096283217   11
44.471025874183674   0.0                       0.0                    0.0                    3.5989401927951676    4.812854885545634   12
46.81160618335124    0.0                       0.0                    0.0                    3.2339284820519087    4.700637424423309   13
49.1521864925188     0.0                       0.0                    0.0                    2.8815976292596366    4.588833865204032   13
51.49276680168636    0.0                       0.0                    0.0                    2.5574464608028924    4.47795008799153    14
53.83334711085392    0.0                       0.0                    0.0                    2.2542564735102255    4.368632238007731   14
56.173927420021485   0.0                       0.0                    0.0                    1.9658626140980857    4.260419748420661   15
58.51450772918905    0.0                       0.0                    0.0                    1.6982361045700416    4.15582282159475    15
60.85508803835661    0.0                       0.0                    0.0                    1.4373016000986851    4.0525468300676915  16
63.19566834752417    0.0                       0.0                    0.0                    1.1974247773475293    3.9539111213973017  17
65.53624865669173    0.0                       0.0                    0.0                    0.9696459890917338    3.8574910996503964  17
67.87682896585929    0.0                       0.0                    0.0                    0.7590060830376981    3.76420996771176    18
70.21740927502685    0.0                       0.0                    0.0                    0.5583241200116679    3.672860095712482   18
72.55798958419442    0.0                       0.0                    0.0                    0.36212323134824015   3.582379290685915   19
74.89856989336198    0.0                       0.0                    0.0                    0.166266204534856     3.4926220519189464  19
77.23915020252954    0.0                       0.0                    0.0                    -0.03498927639130848  3.402629115753858   20
79.57973051169711    0.0                       0.0                    0.0                    -0.25324992412448083  3.31181419971656    21
81.92031082086467    0.0                       0.0                    0.0                    -0.5013331115994493   3.2211576433467535  21
84.26089113003223    0.0                       0.0                    0.0                    -0.7772506695000946   3.1306488893332745  22
86.60147143919978    0.0                       0.0                    0.0                    -1.081996701573662    3.0406956487287755  22
88.94205174836735    0.0                       0.0                    0.0                    -1.3917528239064056   2.9507936998156032  23
91.28263205753491    0.0                       0.0                    0.0                    -1.667618799172482    2.8596278154254557  24
93.62321236670248    0.0                       0.0                    0.0                    -1.9045141880244416   2.7671935894723876  24
95.96379267587004    0.0                       0.0                    0.0                    -2.067365462689578    2.6723495145497704  25
98.3043729850376     0.0                       0.0                    0.0                    -2.1441656382583383   2.574276531489488   25
100.64495329420517   0.0                       0.0                    0.0                    -2.1683790310459794   2.474230326789521   26
102.98553360337272   0.0                       0.0                    0.0                    -2.137416172829149    2.370015997035506   27
105.32611391254028   0.0                       0.0                    0.0                    -2.0901596457636726   2.264577182885159   27
107.66669422170784   0.0                       0.0                    0.0                    -1.995252662627167    2.1555693436623535  28
110.0072745308754    0.0                       0.0                    0.0                    -1.8686182825233475   2.0449032393662887  28
112.34785484004297   0.0                       0.0                    0.0                    -1.702934798459755    1.9321961934415968  29
114.68843514921053   0.0                       0.0                    0.0                    -1.4829956622911304   1.3126406648481777  29
117.0290154583781    0.0                       0.0                    0.0                    -1.24238770627297     0.5000000000000002  30
