1.000000 -0.008910
0.983380 -0.005580
0.964570 -0.002610
0.943639 -0.000510
0.920709 0.000580
0.895879 0.000400
0.869269 -0.001340
0.841008 -0.004790
0.811238 -0.010020
0.780088 -0.017150
0.747717 -0.026310
0.714277 -0.037220
0.679927 -0.049660
0.644836 -0.063181
0.609166 -0.077221
0.573096 -0.091161
0.536795 -0.104421
0.500435 -0.116521
0.464195 -0.127101
0.428244 -0.135911
0.392764 -0.142831
0.357914 -0.147801
0.323863 -0.150802
0.290783 -0.151882
0.258823 -0.151082
0.228132 -0.148471
0.198882 -0.144111
0.171182 -0.138101
0.145181 -0.130521
0.121011 -0.121551
0.098771 -0.111361
0.078581 -0.100181
0.060521 -0.088251
0.044700 -0.075821
0.031180 -0.063121
0.020030 -0.050351
0.011300 -0.037640
0.005030 -0.025020
0.001260 -0.012560
0.000000 -0.001190
0.001260 0.013260
0.005030 0.026670
0.011300 0.040010
0.020030 0.053391
0.031180 0.066551
0.044700 0.079381
0.060521 0.091671
0.078581 0.103231
0.098771 0.113851
0.121011 0.123321
0.145181 0.131461
0.171182 0.138141
0.198882 0.143251
0.228132 0.146731
0.258823 0.148661
0.290783 0.149081
0.323863 0.148071
0.357914 0.145781
0.392764 0.142301
0.428244 0.137761
0.464195 0.132291
0.500435 0.126011
0.536795 0.119091
0.573096 0.111691
0.609166 0.103911
0.644836 0.095871
0.679927 0.087661
0.714277 0.079391
0.747717 0.071161
0.780088 0.063091
0.811238 0.055281
0.841008 0.047800
0.869269 0.040740
0.895879 0.034170
0.920709 0.028120
0.943639 0.022660
0.964570 0.017750
0.983380 0.013330
1.000000 0.009370
